device_id,timestamp,speed,accelerometer_x,accelerometer_y,accelerometer_z
10,2019-10-01 09:00:00,12.245,0.596,-9.699,-0.245
10,2019-10-01 09:01:00,12.047,-0.28800000000000003,-9.125,-1.265
10,2019-10-01 09:02:00,12.047,0.578,-9.914,-1.777
10,2019-10-01 09:03:00,11.565999999999999,1.021,-10.347000000000001,-1.207
10,2019-10-01 09:04:00,10.767000000000001,0.28,-8.52,-1.37
10,2019-10-01 09:05:00,8.79,0.8220000000000001,-9.206,-1.235
10,2019-10-01 09:06:00,9.07,-0.657,-8.714,0.239
10,2019-10-01 09:07:00,8.911,0.013999999999999999,-9.046,-0.051
10,2019-10-01 09:08:00,8.911,0.9790000000000001,-10.402000000000001,-0.40700000000000003
10,2019-10-01 09:09:00,8.592,-0.113,-9.009,-1.127
10,2019-10-01 09:10:00,8.592,1.062,-9.722000000000001,-1.158
10,2019-10-01 09:11:00,7.962000000000001,0.711,-9.082,-0.508
10,2019-10-01 09:12:00,7.962000000000001,1.212,-10.0,-0.706
10,2019-10-01 09:13:00,5.776,1.569,-8.275,0.217
10,2019-10-01 09:14:00,5.902,1.0390000000000001,-8.862,-0.321
10,2019-10-01 09:15:00,5.902,0.24,-9.22,-0.601
10,2019-10-01 09:16:00,5.902,0.78,-8.838,0.46
10,2019-10-01 09:17:00,6.1770000000000005,1.317,-9.586,0.8590000000000001
10,2019-10-01 09:18:00,7.431,1.232,-10.402000000000001,1.709
10,2019-10-01 09:19:00,7.431,1.044,-9.387,1.8130000000000002
10,2019-10-01 09:20:00,7.772,-0.618,-8.73,0.862
10,2019-10-01 09:21:00,9.597000000000001,-0.677,-9.73,0.6609999999999999
10,2019-10-01 09:22:00,10.401,-1.5730000000000002,-9.047,-0.545
10,2019-10-01 09:23:00,10.401,-0.019,-9.979,0.004
10,2019-10-01 09:24:00,11.269,-0.434,-9.192,0.426
10,2019-10-01 09:25:00,11.934000000000001,-1.045,-9.54,-0.78
10,2019-10-01 09:26:00,12.408,-0.703,-9.087,-0.157
10,2019-10-01 09:27:00,12.254000000000001,-0.659,-8.446,-0.16399999999999998
10,2019-10-01 09:28:00,12.408,-0.301,-9.29,-0.584
10,2019-10-01 09:29:00,12.675999999999998,-0.08900000000000001,-9.056000000000001,-0.6609999999999999
10,2019-10-01 09:30:00,12.905999999999999,0.033,-9.656,-0.207
10,2019-10-01 09:31:00,12.704,0.226,-9.093,-0.568
10,2019-10-01 09:32:00,12.704,-0.11800000000000001,-9.54,0.203
10,2019-10-01 09:33:00,12.828,-0.111,-9.139,-0.026000000000000002
10,2019-10-01 09:34:00,12.828,-0.231,-10.16,-0.191
10,2019-10-01 09:35:00,12.742,-0.20199999999999999,-8.912,-0.884
10,2019-10-01 09:36:00,12.742,1.7930000000000001,-9.957,-0.264
10,2019-10-01 09:37:00,12.878,-0.337,-8.166,-0.361
10,2019-10-01 09:38:00,12.878,-0.441,-11.273,0.693
10,2019-10-01 09:39:00,12.878,0.064,-10.369000000000002,-0.272
10,2019-10-01 09:40:00,12.85,-0.02,-7.466,-0.23199999999999998
10,2019-10-01 09:41:00,12.899000000000001,-1.196,-10.092,0.87
10,2019-10-01 09:42:00,13.173,-0.767,-9.491,-0.5539999999999999
10,2019-10-01 09:43:00,13.173,0.207,-9.141,-0.446
10,2019-10-01 09:44:00,14.300999999999998,-1.018,-8.92,-1.104
10,2019-10-01 09:45:00,14.47,0.182,-9.98,-0.45899999999999996
10,2019-10-01 09:46:00,14.47,-0.532,-9.772,-1.2570000000000001
10,2019-10-01 09:47:00,14.47,0.10400000000000001,-9.35,0.278
10,2019-10-01 09:48:00,14.482999999999999,-0.135,-9.383,-0.7609999999999999
10,2019-10-01 09:49:00,15.035,-0.071,-9.744,-0.365
10,2019-10-01 09:50:00,15.239,-0.534,-9.443,-1.024
10,2019-10-01 09:51:00,15.239,-0.44,-9.873,-1.324
10,2019-10-01 09:52:00,15.389000000000001,-0.17800000000000002,-10.255,-1.6880000000000002
10,2019-10-01 09:53:00,15.745999999999999,-1.5830000000000002,-8.1,-0.691
10,2019-10-01 09:54:00,15.745999999999999,1.044,-9.047,-1.9180000000000001
10,2019-10-01 09:55:00,15.347000000000001,-0.024,-9.552,-3.196
10,2019-10-01 09:56:00,14.764000000000001,-0.213,-8.171,-2.654
10,2019-10-01 09:57:00,13.116,0.511,-8.575,-3.266
10,2019-10-01 09:58:00,13.116,2.229,-10.345,-2.421
10,2019-10-01 09:59:00,12.495999999999999,1.1740000000000002,-7.61,-2.119
10,2019-10-01 10:00:00,10.569,1.5759999999999998,-9.274,-2.209
10,2019-10-01 10:01:00,4.711,0.857,-9.404,-1.804
10,2019-10-01 10:02:00,4.711,1.6059999999999999,-9.356,0.523
10,2019-10-01 10:03:00,3.762,-0.368,-8.765,1.176
10,2019-10-01 10:04:00,3.762,1.5930000000000002,-10.073,2.206
10,2019-10-01 10:05:00,5.996,0.285,-9.262,1.365
10,2019-10-01 10:06:00,7.343,0.172,-9.432,1.3869999999999998
10,2019-10-01 10:07:00,7.343,-1.0290000000000001,-10.038,0.12300000000000001
10,2019-10-01 10:08:00,7.343,-0.594,-9.589,0.987
10,2019-10-01 10:09:00,11.187999999999999,-1.003,-9.577,0.84
10,2019-10-01 10:10:00,11.812999999999999,-0.27399999999999997,-9.323,0.166
10,2019-10-01 10:11:00,11.812999999999999,-0.818,-10.524000000000001,-0.45799999999999996
10,2019-10-01 10:12:00,13.681,-1.341,-8.897,-0.17300000000000001
10,2019-10-01 10:13:00,13.747,-1.3419999999999999,-8.626,-0.508
10,2019-10-01 10:14:00,13.855,-0.182,-10.229,0.003
10,2019-10-01 10:15:00,14.995999999999999,-0.11199999999999999,-8.767999999999999,-0.4
10,2019-10-01 10:16:00,14.995999999999999,0.105,-9.448,-0.878
10,2019-10-01 10:17:00,15.069,-0.065,-9.58,-0.11
10,2019-10-01 10:18:00,15.687000000000001,-0.518,-8.868,-0.39399999999999996
10,2019-10-01 10:19:00,16.477,-0.887,-8.357999999999999,-0.2
10,2019-10-01 10:20:00,16.562,0.152,-8.772,-0.401
10,2019-10-01 10:21:00,16.477,-0.08,-9.902999999999999,0.22699999999999998
10,2019-10-01 10:22:00,16.562,0.095,-9.901,0.466
10,2019-10-01 10:23:00,16.605999999999998,2.318,-9.722999999999999,-0.182
10,2019-10-01 10:24:00,16.748,-0.098,-8.031,-0.147
10,2019-10-01 10:25:00,16.748,0.44,-9.58,0.77
10,2019-10-01 10:26:00,16.748,0.617,-9.705,0.511
10,2019-10-01 10:27:00,17.46,0.866,-9.147,0.75
10,2019-10-01 10:28:00,17.977,-0.064,-9.113999999999999,-0.706
10,2019-10-01 10:29:00,17.279,-0.013999999999999999,-8.427,-0.6579999999999999
10,2019-10-01 10:30:00,17.279,1.073,-8.842,-0.21100000000000002
10,2019-10-01 10:31:00,17.279,0.9440000000000001,-9.773,-1.077
10,2019-10-01 10:32:00,17.191,1.157,-9.963,-2.226
10,2019-10-01 10:33:00,17.177,1.921,-9.488,-2.314
10,2019-10-01 10:34:00,15.177,1.6230000000000002,-9.655,-1.515
10,2019-10-01 10:35:00,15.177,0.805,-9.581,-2.745
10,2019-10-01 10:36:00,14.238,1.375,-9.439,-2.673
10,2019-10-01 10:37:00,12.164000000000001,1.579,-8.71,-3.139
10,2019-10-01 10:38:00,10.434000000000001,1.7530000000000001,-9.761000000000001,-2.859
10,2019-10-01 10:39:00,5.3389999999999995,0.29600000000000004,-9.395,-1.9880000000000002
10,2019-10-01 10:40:00,5.3389999999999995,0.613,-9.096,-1.329
