device_id,timestamp,speed,accelerometer_x,accelerometer_y,accelerometer_z
12,2019-10-01 09:00:00,10.076,-0.042,9.005,0.573
12,2019-10-01 09:01:00,9.856,-0.888,9.421,-1.035
12,2019-10-01 09:02:00,9.85,-0.025,9.135,0.41
12,2019-10-01 09:03:00,9.863999999999999,0.081,8.932,2.04
12,2019-10-01 09:04:00,9.982000000000001,-0.742,9.427999999999999,-0.099
12,2019-10-01 09:05:00,10.365,-0.187,9.712,1.454
12,2019-10-01 09:06:00,11.244000000000002,0.377,8.959,1.011
12,2019-10-01 09:07:00,11.829,-1.679,10.402000000000001,1.368
12,2019-10-01 09:08:00,12.184000000000001,-0.715,8.837,1.933
12,2019-10-01 09:09:00,12.347999999999999,0.6509999999999999,9.937999999999999,1.6909999999999998
12,2019-10-01 09:10:00,12.208,-0.239,7.442,2.577
12,2019-10-01 09:11:00,11.880999999999998,0.212,8.971,3.2460000000000004
12,2019-10-01 09:12:00,11.747,-0.237,7.047000000000001,1.936
12,2019-10-01 09:13:00,11.722000000000001,0.523,8.591000000000001,2.61
12,2019-10-01 09:14:00,11.972999999999999,-0.298,9.772,-1.473
12,2019-10-01 09:15:00,12.273,1.995,9.267000000000001,-1.214
12,2019-10-01 09:16:00,12.548,1.26,9.53,-0.292
12,2019-10-01 09:17:00,12.690999999999999,1.1520000000000001,9.107000000000001,-1.385
12,2019-10-01 09:18:00,12.911,-0.491,8.541,2.283
12,2019-10-01 09:19:00,13.208,-1.1640000000000001,8.869,0.267
12,2019-10-01 09:20:00,13.585999999999999,-0.488,8.652000000000001,1.3519999999999999
12,2019-10-01 09:21:00,13.600999999999999,-1.238,10.151,2.1590000000000003
12,2019-10-01 09:22:00,13.815,-1.761,7.257999999999999,2.8939999999999997
12,2019-10-01 09:23:00,14.142999999999999,-0.5670000000000001,9.558,-0.48200000000000004
12,2019-10-01 09:24:00,14.440999999999999,0.19,9.244,0.091
12,2019-10-01 09:25:00,14.579,-0.106,6.803,3.235
12,2019-10-01 09:26:00,14.948,-1.129,8.912,0.7020000000000001
12,2019-10-01 09:27:00,15.095,-2.261,8.805,4.518
12,2019-10-01 09:28:00,15.039000000000001,-1.67,8.418,3.037
12,2019-10-01 09:29:00,15.186,-2.113,9.681000000000001,1.933
12,2019-10-01 09:30:00,15.12,0.535,9.26,-2.415
12,2019-10-01 09:31:00,14.937000000000001,-0.027000000000000003,8.141,-0.063
12,2019-10-01 09:32:00,14.784,-2.38,9.046,4.948
12,2019-10-01 09:33:00,14.661,-0.37,6.082000000000001,8.249
12,2019-10-01 09:34:00,14.654000000000002,0.249,7.474,3.657
12,2019-10-01 09:35:00,14.647,-1.295,8.502,0.311
12,2019-10-01 09:36:00,14.697000000000001,-0.636,8.658999999999999,2.448
12,2019-10-01 09:37:00,14.879000000000001,0.34,9.424,0.917
12,2019-10-01 09:38:00,14.977,-0.316,9.121,2.552
12,2019-10-01 09:39:00,15.079,0.303,8.648,2.354
12,2019-10-01 09:40:00,15.24,-0.133,9.222999999999999,1.022
12,2019-10-01 09:41:00,15.383,-1.369,7.608,3.786
12,2019-10-01 09:42:00,15.475999999999999,0.693,9.363999999999999,2.508
12,2019-10-01 09:43:00,15.445,-3.529,9.296,3.571
12,2019-10-01 09:44:00,15.081,-2.439,8.853,1.845
12,2019-10-01 09:45:00,14.512,1.1540000000000001,9.508,-1.575
12,2019-10-01 09:46:00,14.073,-2.37,8.841000000000001,2.167
12,2019-10-01 09:47:00,13.78,0.284,9.69,0.823
12,2019-10-01 09:48:00,13.651,0.138,10.172,3.725
12,2019-10-01 09:49:00,13.542,-0.848,6.86,4.246
12,2019-10-01 09:50:00,13.306,0.6709999999999999,9.055,1.886
12,2019-10-01 09:51:00,12.741,-0.259,8.959,4.386
12,2019-10-01 09:52:00,11.831,1.149,9.285,1.3159999999999998
12,2019-10-01 09:53:00,10.497,-0.624,9.212,2.594
12,2019-10-01 09:54:00,9.226,1.236,9.287,2.7510000000000003
12,2019-10-01 09:55:00,7.806,-0.244,9.79,3.42
12,2019-10-01 09:56:00,6.284,0.74,8.937000000000001,2.544
12,2019-10-01 09:57:00,4.718999999999999,-0.41200000000000003,9.524,3.367
12,2019-10-01 09:58:00,3.092,-0.14300000000000002,9.196,2.3930000000000002
12,2019-10-01 09:59:00,0.0,-0.153,9.355,1.035
12,2019-10-01 10:00:00,0.0,-0.057,9.476,0.754
12,2019-10-01 10:01:00,0.0,-0.059000000000000004,9.273,0.961
12,2019-10-01 10:02:00,0.0,-0.076,9.321,0.862
12,2019-10-01 10:03:00,0.0,-0.022000000000000002,9.294,0.9440000000000001
12,2019-10-01 10:04:00,0.0,-0.126,9.26,1.022
12,2019-10-01 10:05:00,0.0,-0.141,9.193999999999999,1.165
12,2019-10-01 10:06:00,0.0,-0.096,9.193999999999999,1.17
12,2019-10-01 10:07:00,0.0,-0.113,9.292,1.011
12,2019-10-01 10:08:00,0.0,0.40399999999999997,9.226,0.895
12,2019-10-01 10:09:00,0.0,-0.096,9.383,0.8759999999999999
12,2019-10-01 10:10:00,0.0,-0.094,9.421,0.818
12,2019-10-01 10:11:00,0.0,-0.07200000000000001,9.351,0.925
12,2019-10-01 10:12:00,0.0,0.0,9.294,0.9279999999999999
12,2019-10-01 10:13:00,0.0,-0.079,9.312000000000001,0.9059999999999999
12,2019-10-01 10:14:00,0.0,-0.02,9.337,0.903
12,2019-10-01 10:15:00,0.0,-0.054000000000000006,9.355,0.909
